"id","name","logo_img","base_price","category","detail"
"100","웰컴 5_선불","KT","55,000 ","통신사","{""content"": [""데이터 - 5GB+다 쓰면 최대 5Mbps"", ""통화량 - 200분(+영상/부가 통화 30분)"", ""문자 - 200건"", [""사용기간 30일""]]}"
"101","웰컴 3_선불","KT","45,000 ","통신사","{""content"": [""데이터 - 3GB+다 쓰면 최대 3Mbps"", ""통화량 - 200분(+영상/부가 통화 30분)"", ""문자 - 200건"", [""사용기간 30일""]]}"
"102","웰컴 1_선불","KT","35,000 ","통신사","{""content"": [""데이터 - 1GB+다 쓰면 최대 1Mbps"", ""통화량 - 200분(+영상/부가 통화 30분)"", ""문자 - 200건"", [""사용기간 30일""]]}"
"103","순 완전무한99(3G)","KT","108,900 ","통신사","{""content"": [""데이터 - 25 GB+초과 시(일2GB+최대3Mbps 속도제어)"", ""통화량 - 집/이동전화무제한(+영상/부가200분)"", ""문자 - 기본제공"", """"]}"
"104","순 완전무한77(3G)","KT","84,700 ","통신사","{""content"": [""데이터 - 17 GB+초과 시(일2GB+최대3Mbps 속도제어)"", ""통화량 - 집/이동전화무제한(+영상/부가200분)"", ""문자 - 기본제공"", """"]}"
"105","순 완전무한61(3G)","KT","67,100 ","통신사","{""content"": [""데이터 - 10 GB+초과 시(일2GB+최대3Mbps 속도제어)"", ""통화량 - 집/이동전화무제한(+영상/부가200분)"", ""문자 - 기본제공"", """"]}"
"106","순 완전무한51(3G)","KT","56,100 ","통신사","{""content"": [""데이터 - 5 GB"", ""통화량 - 집/이동전화무제한(+영상/부가200분)"", ""문자 - 기본제공"", [""남은 데이터 이월""]]}"
"107","순 모두다올레41(3G)","KT","45,100 ","통신사","{""content"": [""데이터 - 2.5 GB"", ""통화량 - 250분, KT 모바일끼리 무제한"", ""문자 - 기본제공"", [""남은 데이터 이월""]]}"
"108","순 모두다올레34(3G)","KT","37,400 ","통신사","{""content"": [""데이터 - 1.5 GB"", ""통화량 - 185분, KT 모바일끼리 무제한"", ""문자 - 기본제공"", [""남은 데이터 이월""]]}"
"109","순 모두다올레28(3G)","KT","30,800 ","통신사","{""content"": [""데이터 - 750MB"", ""통화량 - 130분, KT 모바일끼리 무제한"", ""문자 - 기본제공"", [""남은 데이터 이월""]]}"
"110","순 알23(3G)","KT","25,300 ","통신사","{""content"": [""데이터 - 500 MB(20,480알)"", ""통화량 - 33,000알, 남은 알 무제한 이월"", ""문자 - 20,000알"", """"]}"
"111","순 골든20(3G)","KT","22,000 ","통신사","{""content"": [""데이터 - 조절제공 20,000원"", ""통화량 - 300 MB"", ""문자 - KT 안심박스 무료제공"", [""지정한 3개 번호 국내음성통화료 30%확인""]]}"
"112","순 손말나눔23(3G)","KT","25,300 ","통신사","{""content"": [""데이터 - 300MB"", ""통화량 - 영상 120분"", ""문자 - 1,000건"", """"]}"
"113","순 소리나눔23(3G)","KT","25,300 ","통신사","{""content"": [""데이터 - 300MB"", ""통화량 - 음성 250분"", ""문자 - 100건"", """"]}"
"114","순 i-슬림(3G)","KT","23,100 ","통신사","{""content"": [""데이터 - 100 MB"", ""통화량 - 150분"", ""문자 - 200건"", """"]}"
"115","순 i-밸류(3G)","KT","39,600 ","통신사","{""content"": [""데이터 - 무제한(장애우려시, 일 75MB 소진후 속도제어)"", ""통화량 - 300분"", ""문자 - 300건"", """"]}"
"116","신 표준","KT","13,200 ","통신사","{""content"": [""데이터 - "", ""통화량 - 영상 통화 일 3분"", ""문자 - 50건"", [""통화 초과 초당 1.98원(영상 3.3원)"", ""무선 데이터 통화 2,000원 제공"", ""출근 시간(05:00~09:00)에 사용한 데이터 통화료 50%추가 할인 (피처폰 이용시 적용)""]]}"
"117","표준 요금제","KT","12,100 ","통신사","{""content"": [""데이터 - "", ""통화량 - 기본 없음"", ""문자 - 50건"", [""통화 초과 초당 1.98원(영상 3.3원)"", ""출근 시간(05:00~09:00)에 사용한 데이터 통화료 50%추가 할인 (피처폰 이용시 적용)""]]}"
"118","슬림","KT","10,450 ","통신사","{""content"": [""데이터 - "", ""통화량 - 기본 없음"", ""문자 - 단문메시지(SMS)/장문메시지(LMS) 30건 + 단문메시지(SMS) 50건"", [""통화 초과 초당 1.98원(영상 3.3원)"", ""출근 시간(05:00~09:00)에 사용한 데이터 통화료 50%추가 할인 (피처폰 이용시 적용)""]]}"
"119","3G 효 요금제","KT","9,680 ","통신사","{""content"": [""데이터 - "", ""통화량 - 음성 30분 + 영상 30분"", ""문자 - 단문메시지(SMS)/장문메시지(LMS) 30건 + 단문메시지(SMS) 50건"", [""국내 음성통화료 30%할인 (지정된 휴대전화번호 1개까지)"", ""발신번호 표시 무료 제공""]]}"
"120","키즈 알115(3G)","KT","12,650 ","통신사","{""content"": [""데이터 - "", ""통화량 - 12,000알"", ""문자 - 750알"", [""KT 안심박스 무료제공 ""]]}"
"121","Style 180","KT","19,800 ","통신사","{""content"": [""데이터 - 직접 데이터 선택 가능"", ""통화량 - 100분"", ""문자 - 50건 +직접 데이터 선택 가능"", [""Style 문자""]]}"
"122","Style 270","KT","29,700 ","통신사","{""content"": [""데이터 - 직접 데이터 선택 가능"", ""통화량 - 160분"", ""문자 - 50건 +직접 데이터 선택 가능"", [""Style 문자""]]}"
"123","Style 320","KT","35,200 ","통신사","{""content"": [""데이터 - 직접 데이터 선택 가능"", ""통화량 - 210분"", ""문자 - 50건 +직접 데이터 선택 가능"", [""Style 문자""]]}"
"124","Style 350","KT","38,500 ","통신사","{""content"": [""데이터 - 직접 데이터 선택 가능"", ""통화량 - 300분"", ""문자 - 50건 +직접 데이터 선택 가능"", [""Style 문자""]]}"
"125","Style 450","KT","49,500 ","통신사","{""content"": [""데이터 - 직접 데이터 선택 가능"", ""통화량 - 400분"", ""문자 - 50건 +직접 데이터 선택 가능"", [""Style 문자""]]}"
"126","알스마트 190","KT","20,900 ","통신사","{""content"": [""데이터 - 150 MB(6,144알)"", ""통화량 - 20,000알 + 무제한 이월"", ""문자 - 20,000알"", """"]}"
"127","알스마트 240","KT","26,400 ","통신사","{""content"": [""데이터 - 300 MB(12,288알)"", ""통화량 - 27,000알 + 무제한 이월"", ""문자 - 20,000알"", """"]}"
"128","알스마트 340","KT","37,400 ","통신사","{""content"": [""데이터 - 500 MB(20,480알)"", ""통화량 - 33,000알 + 무제한 이월"", ""문자 - 20,000알"", """"]}"
"129","알스마트 440","KT","48,400 ","통신사","{""content"": [""데이터 - 1 GB(41,944알)"", ""통화량 - 52,000알 + 무제한 이월"", ""문자 - 20,000알"", """"]}"
"130","알캡 140","KT","15,400","통신사","{""content"": [""데이터 - 데이터통화료 50% 추가 할인"", ""통화량 - 10,800알"", ""문자 - 8,250알 + 500알"", [""폰트문자 1개월 무료 제공""]]}"
"131","골든 스마트 150","KT","16,500 ","통신사","{""content"": [""데이터 - 300 MB"", ""통화량 - 음성50분, 영상30분"", ""문자 - 100건"", [""KT 안심박스""]]}"
"132","손말 요금제","KT","15,400","통신사","{""content"": [""데이터 - "", ""통화량 - 기본 없음"", ""문자 - 500건"", [""통화 초과 초당 1.98원(영상 3.3원)"", ""단문메시지(SMS)/장문메시지(LMS) 제공건수 초과시 70% 할인"", ""출근시간(05:00~09:00)에 사용한 데이터 통화료 50% 추가 할인"", ""발신번호표시 무료 제공"", ""국내영상통화 100분 제공""]]}"
"133","복지15000 요금제","KT","16,500 ","통신사","{""content"": [""데이터 - "", ""통화량 - 10,000알"", ""문자 - 750알"", [""아이서치 서비스 제공"", ""출근시간(05:00~09:00)에 사용한 데이터 통화료 50% 추가 할인"", ""발신번호표시 무료 제공""]]}"
"134","데이터 무제한 1","LG","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""OTT, 구독 등 최대 월 31,800원 무료 혜택"", ""콘텐츠, 음악 감상 등 최대 월 11,900원 혜택"", ""네이버페이 등 매달 최대 12,000원 쿠폰 지급"", ""넷플릭스 이용 가능한 U+VIP콕 등급 혜택"", ""스마트기기 월정액 할인 최대 월 22,000원"", ""참 쉬운 가족 결합 할인 최대 월 6,600원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"135","데이터 무제한 2","LG","65,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""OTT, 구독 등 최대 월 31,800원 무료 혜택"", ""(멀티팩 혜택) 콘텐츠, 음악 감상 등 미디어 혜택"", ""네이버페이 등 매달 최대 12,000원 쿠폰 지급"", ""넷플릭스 이용 가능한 U+VIP콕 등급 혜택"", ""스마트기기 월정액 할인 최대 월 11,000원"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"136","데이터 무제한 3","LG","59,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""OTT, 구독 등 최대 월 23,900원 무료 혜택"", ""(멀티팩 혜택) 콘텐츠, 음악 감상 등 미디어 혜택"", ""네이버페이 매월 2만원 제공"", ""네이버플러스 멤버십 및 영화 예매 등 U+VIP콕 등급 혜택"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"137","데이터 150GB + 5Mbps","LG","51,000 ","통신사","{""content"": [""데이터 - 150GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"138","데이터 100GB + 3Mbps","LG","47,000 ","통신사","{""content"": [""데이터 - 100GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매월 2만원 제공"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"139","데이터 80GB + 1Mbps","LG","46,000 ","통신사","{""content"": [""데이터 - 80GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"140","데이터 50GB + 1Mbps","LG","45,000 ","통신사","{""content"": [""데이터 - 50GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"141","데이터 41GB + 1Mbps","LG","44,000 ","통신사","{""content"": [""데이터 - 41GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"142","데이터 38GB + 1Mbps","LG","43,000 ","통신사","{""content"": [""데이터 - 38GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"143","데이터 36GB + 1Mbps","LG","42,000 ","통신사","{""content"": [""데이터 - 36GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"144","데이터 33GB + 1Mbps","LG","41,000 ","통신사","{""content"": [""데이터 - 33GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"145","데이터 31GB + 1Mbps","LG","40,000 ","통신사","{""content"": [""데이터 - 31GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"146","데이터 27GB + 1Mbps","LG","39,000 ","통신사","{""content"": [""데이터 - 27GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"147","데이터 25GB + 1Mbps","LG","38,000 ","통신사","{""content"": [""데이터 - 25GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"148","데이터 22GB + 1Mbps","LG","37,000 ","통신사","{""content"": [""데이터 - 22GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"149","데이터 20GB + 1Mbps","LG","36,000 ","통신사","{""content"": [""데이터 - 20GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"150","데이터 17GB + 1Mbps","LG","35,000 ","통신사","{""content"": [""데이터 - 17GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"151","데이터 15GB + 400Kbps","LG","34,000 ","통신사","{""content"": [""데이터 - 15GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""네이버페이 매달 5,000원 지급"", ""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"152","데이터 12GB + 400Kbps","LG","33,000 ","통신사","{""content"": [""데이터 - 12GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"153","데이터 10GB + 400Kbps","LG","32,000 ","통신사","{""content"": [""데이터 - 10GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"154","데이터 8GB + 400Kbps","LG","31,000 ","통신사","{""content"": [""데이터 - 8GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"155","데이터 7GB + 400Kbps","LG","30,000 ","통신사","{""content"": [""데이터 - 7GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"156","데이터 6GB + 400Kbps","LG","26,000 ","통신사","{""content"": [""데이터 - 6GB"", ""통화량 - 기본 제공"", ""문자 - 기본 제공"", [""참 쉬운 가족 결합 할인 최대 월 4,400원"", ""피싱/해킹 안심 서비스 무료 가입 혜택""]]}"
"157","5GX 프리미엄(유튜브 프리미엄)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""유튜브 프리미엄 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"158","0 청년 109(유튜브 프리미엄)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""유튜브 프리미엄 할인"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"159","다이렉트5G 76(유튜브 프리미엄)","SK","76,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""유튜브 프리미엄 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"160","5GX 플래티넘(넷플릭스)","SK","125,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 프리미엄 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"161","5GX 프리미엄(넷플릭스)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 스탠다드 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"162","5GX 프라임플러스(넷플릭스)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 제공(최대 9,900원 할인)"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"163","5GX 프라임(넷플릭스)","SK","89,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 할인"", ""T 우주패스, FLO 중 1개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"164","0 청년 109(넷플릭스)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 스탠다드 제공"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"165","0 청년 99(넷플릭스)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 제공(최대 9,900원 할인)"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"166","0 청년 89(넷플릭스)","SK","89,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 할인"", ""커피/영화/로밍 50% 할인"", ""T 우주패스, FLO 중 1개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"167","다이렉트5G 76(넷플릭스)","SK","76,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 스탠다드 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"168","다이렉트5G 69(넷플릭스)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 제공(최대 9,900원 할인)"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"169","다이렉트5G 62(넷플릭스)","SK","62,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 할인"", ""T 우주패스, FLO 중 1개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"170","0 청년 다이렉트 69(넷플릭스)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 제공(최대 9,900원 할인)"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"171","0 청년 다이렉트 62(넷플릭스)","SK","62,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""넷플릭스 광고형 스탠다드 할인"", ""커피/영화/로밍 50% 할인"", ""T 우주패스, FLO 중 1개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"172","5GX 플래티넘(티빙)","SK","125,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 프리미엄 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"173","5GX 프리미엄(티빙)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 스탠다드 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"174","0 청년 109(티빙)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 스탠다드 제공"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"175","다이렉트5G 76(티빙)","SK","76,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 스탠다드 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"176","5GX 프라임플러스(티빙)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 광고형 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"177","다이렉트5G 69(티빙)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 광고형 제공"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"178","0 청년 99(티빙)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 광고형 제공"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"179","0 청년 다이렉트 69(티빙)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""TVING & Wavve 광고형 제공"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"180","5GX 프리미엄(디즈니+)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""디즈니+ 프리미엄"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"181","0 청년 109(디즈니+)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""디즈니+ 프리미엄"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"182","다이렉트5G 76(디즈니+)","SK","76,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""디즈니+ 프리미엄"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"183","5GX 프라임플러스(디즈니+)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""디즈니+ 스탠다드"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"184","0 청년 99(디즈니+)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""디즈니+ 스탠다드"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"185","다이렉트5G 69(디즈니+)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""디즈니+ 스탠다드"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"186","0 청년 다이렉트 69(디즈니+)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""디즈니+ 스탠다드"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"187","5GX 플래티넘(스마트기기)","SK","125,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""스마트기기(워치/태블릿) 할부금 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"188","5GX 프리미엄(스마트기기)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""스마트기기(워치/태블릿) 할부금 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"189","0 청년 109(스마트기기)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""스마트기기(워치/태블릿) 할부금 할인"", ""커피/영화/로밍 50% 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"190","다이렉트5G 76(스마트기기)","SK","76,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""스마트기기(워치/태블릿) 할부금 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"191","5GX 플래티넘(T 우주)","SK","125,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스, FLO, Wavve 중 2개 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"192","5GX 프리미엄(T 우주)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스+플러스 상품 2종 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"193","5GX 프라임플러스(T 우주)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스, FLO, Wavve 중 1개 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
