"id","name","logo_img","base_price","category","detail"
"194","5GX 프라임","SK","89,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스, FLO, Wavve 중 2개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"195","5GX 레귤러플러스","SK","79,000 ","통신사","{""content"": [""데이터 - 250GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""스마트기기 1회선 이용요금 최대 50% 할인""]]}"
"196","5GX 레귤러","SK","69,000 ","통신사","{""content"": [""데이터 - 110GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", []]}"
"197","베이직플러스 75GB업","SK","68,000 ","통신사","{""content"": [""데이터 - 99GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""기본 제공 데이터 24GB + 데이터 충전 75GB""]]}"
"198","베이직플러스 50GB업","SK","66,000 ","통신사","{""content"": [""데이터 - 74GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""기본 제공 데이터 24GB + 데이터 충전 50GB""]]}"
"199","베이직플러스 30GB업","SK","64,000 ","통신사","{""content"": [""데이터 - 54GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""기본 제공 데이터 24GB + 데이터 충전 30GB""]]}"
"200","베이직플러스 13GB업","SK","62,000 ","통신사","{""content"": [""데이터 - 37GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""기본 제공 데이터 24GB + 데이터 충전 13GB""]]}"
"201","베이직플러스","SK","59,000 ","통신사","{""content"": [""데이터 - 24GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""데이터 충전 가능""]]}"
"202","베이직","SK","49,000 ","통신사","{""content"": [""데이터 - 11GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""데이터 충전 가능""]]}"
"203","슬림","SK","55,000 ","통신사","{""content"": [""데이터 - 15GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""데이터 충전 가능""]]}"
"204","컴팩트플러스","SK","45,000 ","통신사","{""content"": [""데이터 - 8GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""데이터 충전 가능""]]}"
"205","컴팩트","SK","39,000 ","통신사","{""content"": [""데이터 - 6GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""데이터 충전 가능""]]}"
"206","0 청년 109(T 우주)","SK","109,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""T 우주패스+플러스 상품 2종 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"207","0 청년 99(T 우주)","SK","99,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""T 우주패스, FLO, Wavve 중 1개 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"208","0 청년 89","SK","89,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""T 우주패스, FLO, Wavve 중 2개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"209","0 청년 79","SK","79,000 ","통신사","{""content"": [""데이터 - 300GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""스마트기기 1회선 이용요금 최대 50% 할인""]]}"
"210","0 청년 69","SK","69,000 ","통신사","{""content"": [""데이터 - 160GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인""]]}"
"211","0 청년 59 100GB업","SK","68,000 ","통신사","{""content"": [""데이터 - 136GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""기본 제공 데이터 36GB + 데이터 충전 100GB""]]}"
"212","0 청년 59 60GB업","SK","66,000 ","통신사","{""content"": [""데이터 - 96GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""기본 제공 데이터 36GB + 데이터 충전 60GB""]]}"
"213","0 청년 59 36GB업","SK","64,000 ","통신사","{""content"": [""데이터 - 72GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""기본 제공 데이터 36GB + 데이터 충전 36GB""]]}"
"214","0 청년 59 15GB업","SK","62,000 ","통신사","{""content"": [""데이터 - 51GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""기본 제공 데이터 36GB + 데이터 충전 15GB""]]}"
"215","0 청년 59","SK","59,000 ","통신사","{""content"": [""데이터 - 36GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""데이터 충전 가능""]]}"
"216","0 청년 49","SK","49,000 ","통신사","{""content"": [""데이터 - 15GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""데이터 충전 가능""]]}"
"217","0 청년 43","SK","43,000 ","통신사","{""content"": [""데이터 - 8GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""데이터 충전 가능""]]}"
"218","0 청년 37","SK","37,000 ","통신사","{""content"": [""데이터 - 6GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""데이터 충전 가능""]]}"
"219","0틴 5G","SK","45,000 ","통신사","{""content"": [""데이터 - 9GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"220","5G ZEM플랜 퍼펙트","SK","36,000 ","통신사","{""content"": [""데이터 - 6GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"221","5G ZEM플랜 베스트","SK","26,000 ","통신사","{""content"": [""데이터 - 3GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"222","5G 시니어 A형","SK","45,000 ","통신사","{""content"": [""데이터 - 10GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"223","5G 시니어 B형","SK","44,000 ","통신사","{""content"": [""데이터 - 9GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"224","5G 시니어 C형","SK","42,000 ","통신사","{""content"": [""데이터 - 8GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"225","5G 행복누리 레귤러","SK","69,000 ","통신사","{""content"": [""데이터 - 110GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"226","5G 행복누리 슬림","SK","55,000 ","통신사","{""content"": [""데이터 - 11GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"227","다이렉트5G 76(T 우주)","SK","76,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스+플러스 상품 2종 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"228","다이렉트5G 69(T 우주)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스, FLO, Wavve 중 1개 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"229","다이렉트5G 62","SK","62,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스, FLO, Wavve 중 2개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"230","다이렉트5G 55","SK","55,000 ","통신사","{""content"": [""데이터 - 250GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""스마트기기 1회선 이용요금 최대 50% 할인""]]}"
"231","다이렉트5G 48","SK","48,000 ","통신사","{""content"": [""데이터 - 110GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"232","다이렉트5G 42","SK","42,000 ","통신사","{""content"": [""데이터 - 24GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"233","다이렉트5G 38","SK","38,000 ","통신사","{""content"": [""데이터 - 15GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"234","다이렉트5G 34","SK","34,000 ","통신사","{""content"": [""데이터 - 11GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"235","다이렉트5G 31","SK","31,000 ","통신사","{""content"": [""데이터 - 8GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"236","다이렉트5G 27","SK","27,000 ","통신사","{""content"": [""데이터 - 6GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"237","0 청년 다이렉트 69(T 우주)","SK","69,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""T 우주패스, FLO, Wavve 중 1개 무료"", ""T 멤버십 VIP 혜택"", ""스마트기기 2회선 이용요금 무료""]]}"
"238","0 청년 다이렉트 62","SK","62,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""T 우주패스, FLO, Wavve 중 2개 할인"", ""T 멤버십 VIP 혜택"", ""스마트기기 1회선 이용요금 무료""]]}"
"239","0 청년 다이렉트 55","SK","55,000 ","통신사","{""content"": [""데이터 - 300GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인"", ""스마트기기 1회선 이용요금 최대 50% 할인""]]}"
"240","0 청년 다이렉트 48","SK","48,000 ","통신사","{""content"": [""데이터 - 160GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인""]]}"
"241","0 청년 다이렉트 42","SK","42,000 ","통신사","{""content"": [""데이터 - 36GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인""]]}"
"242","0 청년 다이렉트 34","SK","34,000 ","통신사","{""content"": [""데이터 - 15GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인""]]}"
"243","0 청년 다이렉트 30","SK","30,000 ","통신사","{""content"": [""데이터 - 8GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""커피/영화/로밍 50% 할인""]]}"
"244","마이투넘버","SK","8,800 ","통신사","{""content"": [""데이터 - 250MB"", ""통화량 - 미제공"", ""문자 - 기본 제공"", """"]}"
"245","LTE Watch(공유)","SK","12,100 ","통신사","{""content"": [""데이터 - 250MB"", ""통화량 - 50분"", ""문자 - 기본 제공"", """"]}"
"246","LTE Watch(공유II)","SK","12,100 ","통신사","{""content"": [""데이터 - 250MB"", ""통화량 - 50분"", ""문자 - 기본 제공"", """"]}"
"247","LTE Watch(단독)","SK","12,100 ","통신사","{""content"": [""데이터 - 250MB"", ""통화량 - 50분"", ""문자 - 기본 제공"", """"]}"
"248","5G Tab 4GB(공유)","SK","26,000 ","통신사","{""content"": [""데이터 - 4GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"249","5G Tab 4GB(단독)","SK","26,000 ","통신사","{""content"": [""데이터 - 4GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"250","T Tab 9","SK","9,900 ","통신사","{""content"": [""데이터 - 500MB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"251","T Tab 18(공유)","SK","19,800 ","통신사","{""content"": [""데이터 - 1GB"", ""통화량 - 미제공"", ""문자 - 미제공"", [""기본 제공 데이터 추가 제공/Wavve 전용 데이터 중 1개 선택""]]}"
"252","T Tab 18","SK","19,800 ","통신사","{""content"": [""데이터 - 1GB"", ""통화량 - 미제공"", ""문자 - 미제공"", [""기본 제공 데이터 추가 제공/Wavve 전용 데이터/LTE 안심옵션 무료 중 1개 선택""]]}"
"253","5G함께쓰기_태블릿","SK","5,000 ","통신사","{""content"": [""데이터 - 함께쓰기"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"254","5G함께쓰기_스마트폰","SK","5,000 ","통신사","{""content"": [""데이터 - 함께쓰기"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"255","LTEData함께쓰기2.5G","SK","38,500 ","통신사","{""content"": [""데이터 - 2.5GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"256","LTEData함께쓰기1G","SK","26,400 ","통신사","{""content"": [""데이터 - 1GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"257","LTEData함께쓰기Basic","SK","9,900 ","통신사","{""content"": [""데이터 - 함께쓰기"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"258","ZEM플랜 라이트","SK","15,400 ","통신사","{""content"": [""데이터 - 300MB"", ""통화량 - SKT 지정 회선 무제한"", ""문자 - 기본 제공"", """"]}"
"259","T플랜 맥스","SK","100,000 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스 중 1개 할인"", ""FLO 앤 데이터 무료"", ""Wavve 앤 데이터 무료"", ""T 멤버십 VIP 혜택""]]}"
"260","T플랜 스페셜","SK","79,000 ","통신사","{""content"": [""데이터 - 150GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 우주패스 중 1개 할인"", ""FLO 앤 데이터 최대 70% 할인"", ""Wavve 앤 데이터 최대 70% 할인"", ""T 멤버십 VIP 혜택""]]}"
"261","T플랜 안심2.5G","SK","43,000 ","통신사","{""content"": [""데이터 - 2.5GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""매일 00시~07시 사용 데이터 75% 할인""]]}"
"262","T플랜 세이브","SK","33,000 ","통신사","{""content"": [""데이터 - 1.5GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""매일 00시~07시 사용 데이터 75% 할인""]]}"
"263","0플랜 스몰","SK","33,000 ","통신사","{""content"": [""데이터 - 2GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""주말, 심야, 매일 3시간 중 1개 데이터 무제한""]]}"
"264","0플랜 슈퍼히어로","SK","55,000 ","통신사","{""content"": [""데이터 - 100GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""T 멤버십 또는"", ""T 우주패스, FLO, Wavve 중 2개 선택""]]}"
"265","0플랜 히어로","SK","33,000 ","통신사","{""content"": [""데이터 - 6GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""평일 오후 6시~10시+주말/공휴일 데이터 무제한(5GB, 다 쓰면 최대 3Mbps 속도로 사용)""]]}"
"266","0틴플랜 스몰","SK","33,000 ","통신사","{""content"": [""데이터 - 2.5GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""매일 00시~07시 사용 데이터 75% 할인""]]}"
"267","ZEM플랜 베스트","SK","26,000 ","통신사","{""content"": [""데이터 - 3GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", """"]}"
"268","다이렉트LTE 22","SK","22,000 ","통신사","{""content"": [""데이터 - 1.8GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""매일 00시~07시 사용 데이터 75% 할인""]]}"
"269","T플랜 시니어 안심2.8G","SK","43,000 ","통신사","{""content"": [""데이터 - 2.8GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""매일 00시~07시 사용 데이터 75% 할인""]]}"
"270","T플랜 시니어 세이브","SK","33,000 ","통신사","{""content"": [""데이터 - 1.7GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""매일 00시~07시 사용 데이터 75% 할인""]]}"
"271","T 포켓파이 20","SK","24,750 ","통신사","{""content"": [""데이터 - 20GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"272","T 포켓파이 10","SK","16,500 ","통신사","{""content"": [""데이터 - 10GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"273","손누리 4.5G","SK","42,350 ","통신사","{""content"": [""데이터 - 4.5GB"", ""통화량 - 미제공"", ""문자 - 기본 제공"", """"]}"
"274","뉴태블릿45 요금제","SK","49,500 ","통신사","{""content"": [""데이터 - 4GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"275","주말엔 팅 3.0G","SK","41,000 ","통신사","{""content"": [""데이터 - 3GB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""주말 전용 데이터 1GB+최대 400Kbps 제공""]]}"
"276","손누리 3.0G","SK","34,650 ","통신사","{""content"": [""데이터 - 3GB"", ""통화량 - 미제공"", ""문자 - 기본 제공"", """"]}"
"277","뉴태블릿29 요금제","SK","31,900 ","통신사","{""content"": [""데이터 - 2GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"278","손누리 1.5G","SK","29,700 ","통신사","{""content"": [""데이터 - 1.5GB"", ""통화량 - 미제공"", ""문자 - 기본 제공"", """"]}"
"279","주말엔 팅 세이브","SK","31,000 ","통신사","{""content"": [""데이터 - 800MB"", ""통화량 - 무제한"", ""문자 - 기본 제공"", [""주말 전용 데이터 1GB+최대 400Kbps 제공""]]}"
"280","ZEM플랜 스마트","SK","19,800 ","통신사","{""content"": [""데이터 - 1.5GB"", ""통화량 - SK텔레콤 지정 2회선 무제한"", ""문자 - 기본 제공"", """"]}"
"281","IoT 블랙박스 Basic","SK","1,900 ","통신사","{""content"": [""데이터 - 50MB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"282","표준요금제","SK","12,100 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 미제공"", ""문자 - 50건"", """"]}"
"283","뉴실버요금제","SK","9,900 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 30분"", ""문자 - 80건"", """"]}"
"284","손사랑요금제","SK","15,400 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 미제공"", ""문자 - 1050건"", """"]}"
"285","소리사랑","SK","15,400 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 2시간30분"", ""문자 - 50건"", """"]}"
"286","3G Data함께쓰기Basic","SK","9,900 ","통신사","{""content"": [""데이터 - 함께쓰기"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"287","올인원 94","SK","103,400 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 16시간40분"", ""문자 - 1050건"", """"]}"
"288","올인원 79","SK","86,900 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 10시간0분"", ""문자 - 650건"", """"]}"
"289","올인원 64","SK","70,400 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 6시간40분"", ""문자 - 450건"", """"]}"
"290","올인원 54","SK","59,400 ","통신사","{""content"": [""데이터 - 무제한"", ""통화량 - 5시간0분"", ""문자 - 250건"", """"]}"
"291","올인원 44","SK","48,400 ","통신사","{""content"": [""데이터 - 1.2GB"", ""통화량 - 3시간20분"", ""문자 - 250건"", [""매일 01시~07시 사용 데이터 50% 할인""]]}"
"292","올인원 34","SK","37,400 ","통신사","{""content"": [""데이터 - 600MB"", ""통화량 - 2시간30분"", ""문자 - 200건"", [""매일 01시~07시 사용 데이터 50% 할인""]]}"
"293","무료음성 94","SK","103,400 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 25시간0분"", ""문자 - 50건"", """"]}"
"294","무료음성 79","SK","86,900 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 13시간20분"", ""문자 - 50건"", """"]}"
"295","무료음성 64","SK","70,400 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 10시간0분"", ""문자 - 50건"", """"]}"
"296","무료음성 44","SK","48,400 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 5시간50분"", ""문자 - 50건"", """"]}"
"297","무료음성 54","SK","59,400 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 7시간30분"", ""문자 - 50건"", """"]}"
"298","무료음성 34","SK","37,400 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 4시간10분"", ""문자 - 50건"", """"]}"
"299","무료음성 28","SK","30,800 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 2시간40분"", ""문자 - 50건"", """"]}"
"300","무료음성 19","SK","20,900 ","통신사","{""content"": [""데이터 - 미제공"", ""통화량 - 1시간15분"", ""문자 - 50건"", """"]}"
"301","T login 레귤러(4G)","SK","32,890 ","통신사","{""content"": [""데이터 - 4GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"302","T login 라이트(1.5G)","SK","26,400 ","통신사","{""content"": [""데이터 - 1.5GB"", ""통화량 - 미제공"", ""문자 - 미제공"", """"]}"
"303","스트리밍 플러스 정기결제","멜론","11990","음악","{""title"":""무제한 듣기 + 오프라인 재생"",""features"":[{""device"":""PC"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""모바일 앱"",""unlimited_listening"":true,""offline_playback"":true},{""device"":""아이패드 앱"",""unlimited_listening"":true,""offline_playback"":true},{""device"":""카카오톡"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""AI 스피커"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""카카오 미니"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""카카오 내비"",""unlimited_listening"":true,""offline_playback"":false}]}"
"304","스트리밍 플러스 티켓 30일","멜론","12540","음악","{""title"":""무제한 듣기 + 오프라인 재생"",""features"":[{""device"":""PC"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""모바일 앱"",""unlimited_listening"":true,""offline_playback"":true},{""device"":""아이패드 앱"",""unlimited_listening"":true,""offline_playback"":true},{""device"":""카카오톡"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""AI 스피커"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""카카오 미니"",""unlimited_listening"":true,""offline_playback"":false},{""device"":""카카오 내비"",""unlimited_listening"":true,""offline_playback"":false}]}"
"305","Hi-Fi스트리밍클럽 정기결제","멜론","13200","음악","{""title"":""Hi-Fi 스트리밍클럽 정기결제"",""features"":[{""device"":""PC"",""unlimited_listening"":true},{""device"":""모바일 앱"",""unlimited_listening"":true},{""device"":""아이패드 앱"",""unlimited_listening"":true},{""device"":""카카오톡"",""unlimited_listening"":true},{""device"":""AI 스피커"",""unlimited_listening"":true},{""device"":""카카오 미니"",""unlimited_listening"":true},{""device"":""카카오 내비"",""unlimited_listening"":true}]}"
"306","스트리밍클럽 정기결제","멜론","8690","음악","{""title"":""무제한 듣기"",""features"":[{""device"":""PC"",""unlimited_listening"":true},{""device"":""모바일 앱"",""unlimited_listening"":true},{""device"":""아이패드 앱"",""unlimited_listening"":true},{""device"":""카카오톡"",""unlimited_listening"":true},{""device"":""AI 스피커"",""unlimited_listening"":true},{""device"":""카카오 미니"",""unlimited_listening"":true},{""device"":""카카오 내비"",""unlimited_listening"":true}]}"
"307","스트리밍 티켓 30일","멜론","9790","음악","{""title"":""무제한 듣기"",""features"":[{""device"":""PC"",""unlimited_listening"":true},{""device"":""모바일 앱"",""unlimited_listening"":true},{""device"":""아이패드 앱"",""unlimited_listening"":true},{""device"":""카카오톡"",""unlimited_listening"":true},{""device"":""AI 스피커"",""unlimited_listening"":true},{""device"":""카카오 미니"",""unlimited_listening"":true},{""device"":""카카오 내비"",""unlimited_listening"":true}]}"
